Date,Open,High,Low,Close,Volume
2023-03-31,110.22448889230401,113.56590901096247,107.8990088203352,110.50036862502567,3228
2023-04-01,107.8807746242069,115.45816330903347,98.1230834429962,105.4698173721383,3546
2023-04-02,111.97429907855658,121.80597289303181,104.14066651629032,107.5025659422038,4391
2023-04-03,103.3553162637026,106.66408682570083,93.64546307627654,105.6161647785411,1082
2023-04-04,104.96096853948546,111.84853995275213,100.00330416091428,101.1739985195408,3350
2023-04-05,104.37199645299518,107.15487514783284,100.86668011803127,102.39974773571485,1261
2023-04-06,98.74815179462624,104.83612408577073,90.56351301974355,99.07286087346522,1783
2023-04-07,107.27981964769195,112.45521202788697,103.34353438532163,107.92398552548943,2223
2023-04-08,106.83865946437551,116.58670743105934,103.14420910102737,107.84449143424688,4311
2023-04-09,105.29415829656023,111.77090375082842,102.20160436668975,101.95671160005723,1913
2023-04-10,103.8322751194444,107.97783246822577,101.66516431542628,102.62964916766089,3739
2023-04-11,97.66675593579136,99.69361799978276,94.35858838664046,98.83869820696103,1943
2023-04-12,102.3809262231238,104.7421476817382,98.18304848685881,107.07911486946165,3730
2023-04-13,102.51363063529163,105.54148300485275,95.44768276198006,104.78994201228852,2318
2023-04-14,99.9617345125176,103.22043446458028,98.39865093254252,104.18777208345718,2535
2023-04-15,102.91583408057842,111.57137860114867,100.02127162359034,105.53795466372019,1688
2023-04-16,105.49523613587769,111.5462412304204,97.2140233732526,106.4124058248017,4952
2023-04-17,112.66255731653783,118.37307551890713,110.34026000428389,109.58279100790128,3443
2023-04-18,103.865434523809,105.89835437063196,99.7816282051063,105.53229104273413,2772
2023-04-19,104.04582694539667,112.78708418554159,95.26389664867341,105.27962260499574,4209
2023-04-20,102.15632188985947,109.66165061873582,99.76199408956849,103.18101359443213,1838
2023-04-21,92.71044837225185,94.31946362935186,90.96581685168813,92.60830705213425,1877
2023-04-22,101.95308824301989,109.32360411808781,96.59224628729979,102.23965428291265,3870
2023-04-23,102.17407949110306,108.06592344718688,98.45230388959624,100.5185047622841,4200
2023-04-24,113.98263834938868,115.71816646110969,107.91196306903399,114.17576527581171,1048
2023-04-25,100.50465477869571,105.62936055245362,92.27041076434443,97.4802138354805,4747
2023-04-26,102.78105727831196,108.14332386248239,100.54672088493727,105.83280125191573,3836
2023-04-27,100.91374091152692,103.4057117729964,94.68744915053836,97.77151045851399,1292
2023-04-28,95.06528815672891,104.57657147973146,89.51570931322014,90.91495105562358,2651
2023-04-29,106.45184332378119,115.10162166710715,104.1551342496624,105.81430358735277,1535
2023-04-30,104.33438203747919,111.35558307344117,97.71839566771834,105.91745643253981,1310
2023-05-01,104.3750565138882,109.53571656289367,100.91229275314126,103.75222476322361,1536
2023-05-02,95.72657814260484,100.43246801686541,90.33606927570872,93.49411946211792,2926
2023-05-03,107.14978140591786,114.00854261027645,105.40933048742431,107.73149324482227,3686
2023-05-04,92.99775218041827,98.90663900508042,87.86149566549567,91.46777553454028,1233
2023-05-05,102.82161132199839,104.38206927493536,99.06344010961301,107.15028822326472,2232
2023-05-06,110.7292504164177,116.34177425535069,102.32781951574951,114.95570181245341,3652
2023-05-07,94.72346215471738,102.98109470981294,93.21065361174107,94.74718035443834,3141
2023-05-08,96.75353807032965,101.88669696870228,91.98607259606469,95.03237801051223,3374
2023-05-09,100.00205350916724,101.46966270715565,94.8761706919843,102.37337764873364,3272
2023-05-10,96.91523998916122,104.99174378361752,89.39018530246915,92.2823694239919,1966
2023-05-11,91.6183276919417,94.43060173116547,85.4497395161298,91.36601775237821,1889
2023-05-12,99.66383336825614,102.99142088224849,92.6589223335085,98.02706731095947,4863
2023-05-13,93.9693511688695,96.45170834976015,85.97590759800369,98.17471001989504,3058
2023-05-14,101.61927961093639,105.59121519477986,92.8594528480127,96.73930988366321,4400
2023-05-15,94.63534757601998,102.44611112721769,90.81046810551774,95.16349633320347,4083
2023-05-16,106.97409081543131,112.64856355096674,101.13188646715618,109.38072662609757,1034
2023-05-17,95.31098429658566,98.15491576394207,86.75001159063285,95.16116417182607,1446
2023-05-18,97.63072813493032,106.53119883829869,87.72566795624482,93.48475843655754,4523
2023-05-19,103.33341863016584,112.2496553247296,94.32774483077196,108.05803253044486,2763
2023-05-20,93.14736628746664,101.9825721128807,88.80416092384725,93.32747060122762,4291
2023-05-21,100.48593569474966,103.6351015971835,97.7294370397818,101.62779813793978,3488
2023-05-22,105.94241275715294,111.00356685478182,100.53787992049364,103.308510584228,3700
2023-05-23,91.43847020988376,101.30337711515163,83.76369714335938,91.2734510609518,2558
2023-05-24,100.47936475042532,108.42747703721523,95.04624311364564,99.77085967000853,1594
2023-05-25,100.94702505462608,102.19153184565612,95.59839728480307,96.69598347464591,3025
2023-05-26,103.65922013492178,105.2460614562662,95.11514634518558,99.72082367039646,3276
2023-05-27,93.6788861724505,98.8542685637615,89.42625216084582,97.05361136863824,1343
2023-05-28,93.38587778042842,102.56885963318246,84.64772570712361,90.78407730249432,2103
2023-05-29,102.73331264807027,108.5816288296447,98.07206943950476,99.68289536305657,4424
2023-05-30,101.7548185507615,107.2351311230701,97.80072059965644,101.80393306326289,2419
2023-05-31,101.6794076602443,103.62867095985396,96.593498459447,104.36687897386942,2313
2023-06-01,102.3268900400436,109.23791098256224,94.46486741196978,97.94635522583347,2478
2023-06-02,97.37277597343302,105.77170441883506,95.23875772265707,98.14085516981558,4914
2023-06-03,102.12283957399667,106.54661964156473,99.35506663114852,98.3149440024024,4742
2023-06-04,102.62589019985029,110.60639685817824,93.06288676888246,97.99050070810648,4036
2023-06-05,97.79786560465473,107.47815548976203,95.21844095822252,93.3253051262769,2151
2023-06-06,110.91756982760755,113.75146795975675,104.80802396622806,114.25921090969196,4773
2023-06-07,104.1867466662674,109.89671334702007,97.97291646630995,100.36647150254801,3956
2023-06-08,96.09957916153476,99.68382078429595,90.69295900308256,91.55109280565769,4614
2023-06-09,105.58681794279818,113.72250771410273,98.7841107056068,104.9658168142273,2921
2023-06-10,97.68783183661111,103.88617212954154,94.61939130443254,101.12776655603136,2382
2023-06-11,106.76287862429372,113.47412038224645,100.78891821430298,104.38696238918673,3574
2023-06-12,108.89545210146983,117.07667953801288,104.54589280424776,108.112578276729,4384
2023-06-13,99.28265265838444,103.84638691234653,92.32764732172174,94.68187798402195,3122
2023-06-14,108.49486510712256,117.73067572278595,106.22385321676421,107.98565024847133,2569
2023-06-15,106.04188893034288,111.83914873555814,99.90399217878759,106.81801973671422,2894
2023-06-16,108.39610502283907,110.8176984283572,105.72867182438915,109.10517556036052,3243
2023-06-17,114.08514092445279,121.34823298797201,110.57735335641746,112.40940784619644,2866
2023-06-18,103.69688244788183,111.83623460182612,100.72849424496958,101.85221425451319,1028
2023-06-19,101.48477972487954,105.33563481848728,98.83923970606018,97.55101591424553,1705
2023-06-20,101.14222391615868,109.85683722914746,92.71082535211268,99.81020712262136,2020
2023-06-21,101.85347820125486,111.00876749414675,98.28211009230685,97.8484248899845,3063
2023-06-22,105.89584561254553,109.38798599894581,96.55173157576549,108.56180505966604,2446
2023-06-23,108.3417156903826,118.1934089448196,98.61237696227587,113.00445866786445,4660
2023-06-24,108.37946831719619,110.645872069635,102.23812408776232,113.08021288386325,3852
2023-06-25,111.49711957125686,114.31526058687928,109.21010946726533,115.14783056501079,4664
2023-06-26,107.7962002383654,110.45422379150763,103.42526604794917,108.8041217317616,4476
2023-06-27,115.37330967288538,124.41921706295622,107.19371930275146,117.38196664532418,3987
2023-06-28,107.16092232922769,114.04955530015235,102.85440577095406,105.01298035603183,2659
2023-06-29,122.46739129983528,124.83632984883575,120.68423633511019,123.7750955015615,4602
2023-06-30,112.38064180723603,117.34355257255118,106.36957760888234,111.9371373016348,1966
2023-07-01,105.35534257939068,111.8930248050189,96.74925491592637,105.17551597716,4685
2023-07-02,104.67820050669404,106.42937727159848,96.51486302240252,107.25596611044563,4975
2023-07-03,112.83890369024469,121.78065100591074,110.26279542907152,110.6580872462172,4148
2023-07-04,109.70508831508243,117.93752013405626,102.65020678537023,107.88548443202764,3276
2023-07-05,114.78988117469206,120.3367421368818,111.80534280377123,119.03629908597843,4009
2023-07-06,113.9847911510379,123.68893068837043,111.02092334006835,109.54703409954762,4368
2023-07-07,111.65406128859016,116.41391010206605,102.7874153288435,111.51040427272356,4581
2023-07-08,108.18434824602679,118.04134111735527,104.93732767136471,112.31235625010541,3762
2023-07-09,105.24432895392357,112.25560894315622,101.87510283526147,106.34795903210514,4031
2023-07-10,110.98600475749494,117.69804621678041,109.98012424064325,111.45007549961626,1572
2023-07-11,117.89998333252183,120.39357739018389,109.06396202539217,115.39742512481538,4609
2023-07-12,115.0868932029405,124.0242430276823,106.95353988405829,113.51964809358499,2606
2023-07-13,108.18482194850752,113.03222913979306,101.53886153269141,111.70530610655445,1614
2023-07-14,115.67480052449926,118.13490117654158,107.92240864904969,116.26698184218384,1325
2023-07-15,117.12878589927938,118.24225357906121,114.76034879245896,117.27620783684718,4434
2023-07-16,111.17377464664087,117.21157579938631,106.04886229535269,107.16957178204116,4740
2023-07-17,116.74974929019618,122.49634588930026,112.58877480405715,111.9100308547474,3922
2023-07-18,116.65707089149164,124.13125349281407,114.81308215517849,121.29392277836213,1358
2023-07-19,111.03256696871797,120.0448894458782,105.65739260178366,109.80242864158639,4777
2023-07-20,118.9138839593745,120.62854322116176,109.62722710629079,119.94601458036955,2810
2023-07-21,120.3021902486755,127.88565866173876,118.94165817721925,116.09934098054835,3371
2023-07-22,123.2822949512673,125.96900244814555,119.65914672982316,125.11343780849776,2721
2023-07-23,123.49993473449362,132.2235282129081,120.6320663086423,127.82560182155324,2349
2023-07-24,111.70124738979021,120.07281901454512,108.55792750679895,112.4578999197644,4696
2023-07-25,114.25359800027627,120.12074179514617,105.0776870333619,110.51475122403038,4896
2023-07-26,121.86516908395528,129.25735427156508,116.65254759584667,122.68238435869004,1164
2023-07-27,122.20002050963532,126.02917152828906,117.00332579317696,124.86349264068184,2596
2023-07-28,122.54095039997054,127.78146149036587,114.695769617873,121.60511576571072,2627
2023-07-29,139.5572157937595,147.95194787315376,137.16678595771518,143.35559327317418,3845
2023-07-30,123.46879191410224,128.60217868866116,118.08340372720178,124.95562144767588,3502
2023-07-31,126.60560057935997,130.82578496728894,121.73573365227044,130.598089762252,2176
2023-08-01,126.00359173556471,131.45150376081742,119.6313955206448,127.23864484803808,4808
2023-08-02,124.78846124017946,133.24270451211441,114.7924419109255,121.1013409602277,2150
2023-08-03,120.24493513185521,124.26180755819307,112.3198950851168,118.34185224290711,1192
2023-08-04,125.89750997673997,128.46136431496166,121.31671864958312,122.91545945926454,3674
2023-08-05,118.51128764865258,125.91941383162961,110.06331017818616,122.5995526258212,4845
2023-08-06,121.45520864636657,129.8890125607393,118.91883337655425,124.0592093192414,3577
2023-08-07,120.46729065388634,122.37302796059814,119.1931174771057,122.2312743429864,4081
2023-08-08,123.54899530255085,126.70786231735435,120.70895995037239,121.55865849886706,1091
2023-08-09,134.94894423217679,137.22669214002573,130.88524022714844,131.78939195267893,1138
2023-08-10,114.26567444751657,118.39714715175607,108.67044763038054,116.83018532740569,1480
2023-08-11,127.24979499680754,132.30295380695625,120.71363273193674,126.99137445559833,3496
2023-08-12,115.96138631457515,123.7008233472449,106.76593485964536,113.21928183608144,2356
2023-08-13,121.86160047602262,128.7219287399577,116.2729143900685,123.02782025767537,3916
2023-08-14,129.8519852732066,136.44034238051248,124.34050447157503,125.2553237945911,1339
2023-08-15,124.90415053903939,129.0755250585263,123.45196345063255,123.16585308032192,2075
2023-08-16,119.35896933408421,127.93199731184704,118.04476536017819,119.04453927999555,4778
2023-08-17,121.32543280076864,126.56701730735212,115.36499314352129,117.8050161418627,3513
2023-08-18,128.44341616302518,138.25536060516157,123.49980864379008,133.28996093893358,3765
2023-08-19,121.5262028787065,128.23348212336813,112.97357932388381,118.61717652460264,1798
2023-08-20,126.38199684145317,128.5183795155337,123.93588057904657,122.68552814188583,1474
2023-08-21,125.63822904777703,132.72382710645593,124.41348408872358,122.67357778664599,3448
2023-08-22,122.25198326407549,126.17791940296078,117.21063435270436,124.94259459567273,2462
2023-08-23,136.31823319629387,143.49517796646876,133.18092618552356,135.5732897890123,4949
2023-08-24,128.84552393175895,130.4722942652206,127.39899457170941,129.49968332928432,1604
2023-08-25,115.6165083711843,118.19044130576793,108.09512378955563,110.8265999410479,3979
2023-08-26,126.72966224217627,135.43129757232836,124.72532524256104,122.07397532790942,4044
2023-08-27,122.53251742801935,125.57713344123098,116.0576419279494,121.99077292628951,3969
2023-08-28,130.136590429258,138.66996055644447,126.607142677756,133.30314286127424,1820
2023-08-29,121.93374651867153,125.44723131476123,119.37228206547633,125.78613530574718,3704
2023-08-30,125.33359673375699,132.11953392428535,120.91583302748313,121.20066240971339,1597
2023-08-31,128.432208398374,135.67956355996247,120.21919641236742,128.81583941938422,2532
2023-09-01,130.22517959208292,135.8390723703884,125.69633739994177,134.35747645487564,4224
2023-09-02,119.8732780656096,123.62107415588018,112.1163512227101,118.75300560958846,1513
2023-09-03,124.16993355699407,127.08373294433393,122.0405568858017,127.46559187127775,2526
2023-09-04,123.42482614300947,124.7235303340713,115.46988336602375,119.76178268700383,2877
2023-09-05,122.4795747528447,126.21509236401121,119.34717482868486,126.83351964952269,4972
2023-09-06,134.50984913496455,141.3883142497461,127.4133109659647,137.02408231027758,4843
2023-09-07,127.6336773249351,137.07842069097146,121.54164333136615,132.04702125280411,2699
2023-09-08,119.22052998131481,128.0613703216823,109.85822752640962,120.98670231683988,2029
2023-09-09,130.0205980808465,137.91518106966421,125.53469541906867,128.65463740084076,1499
2023-09-10,135.93874394594548,144.03477003522516,134.3432572464355,140.3205556711927,2684
2023-09-11,130.37748906576618,137.36235319705014,129.2050896958049,128.13315682885798,1716
2023-09-12,117.49623762692183,120.83881934501585,109.05451057816705,115.81796284753915,2141
2023-09-13,122.54077670080433,131.7055319771568,116.81815596185145,124.54886088082174,2508
2023-09-14,131.1565174423086,138.1931082494611,123.17932097579406,133.80968043756246,3648
2023-09-15,121.13501397030849,127.17897964913246,118.02518357020486,125.42904880880003,1665
2023-09-16,126.73548254408009,128.7343877670014,122.62972883446098,123.78350663464218,4750
2023-09-17,128.2244531281589,133.24795302241674,126.95351827825702,131.20443348035113,3515
2023-09-18,119.54365920412027,124.68688364493761,109.89022828295326,121.92911973808991,3208
2023-09-19,123.70011137057416,132.4811838562782,116.68930021026684,119.33805693311014,3317
2023-09-20,107.60350102910382,113.52333501079391,98.20465523927007,106.47573244120589,2079
2023-09-21,118.49295534408937,122.91656028482305,115.10348767722772,116.32060991469035,1227
2023-09-22,122.15035594702024,131.94155890361617,115.6471834459893,120.19526019056055,3896
2023-09-23,116.96612988075066,118.9626152206875,109.85963016611692,121.79559867629766,1148
2023-09-24,131.15280311172612,135.9557389665336,127.29485580940782,132.5805772465254,2069
2023-09-25,115.61990484011389,116.99812691665653,106.98692172497321,117.79666641804889,2167
2023-09-26,120.34473788421208,128.00387497111444,110.82028471810985,125.11091425736217,4821
2023-09-27,122.96782049252491,132.23050946231726,114.00412443326087,121.73983831710129,4855
2023-09-28,129.28478106640003,132.80511703235445,121.63317828294568,132.3031827509281,1631
2023-09-29,114.65887703969494,123.38395213088702,111.16169492217035,114.00418667273989,2363
2023-09-30,127.40959735613895,131.03956143029603,123.87505297718826,131.10493407428874,1412
2023-10-01,121.39669844403892,130.59362989883417,111.72645556002458,118.20327385715196,2755
2023-10-02,116.18625855743868,123.97191568980973,115.09369809401745,120.66312032808148,1519
2023-10-03,123.14945625224712,131.39361724382007,115.70500649306781,120.33717333635592,2367
2023-10-04,121.57660056980232,122.73865957020641,114.22038510680497,119.83880563961164,3434
2023-10-05,117.32016789402508,126.98546110769131,110.7159620254769,119.88209023509287,4544
2023-10-06,120.40816338812738,127.94820231676029,110.49718377334558,119.34571480378145,3322
2023-10-07,117.8688019563504,121.61156181482559,114.06188703447687,118.95091572401486,3400
2023-10-08,120.09785761027801,128.56240959400765,116.03811083613878,119.5435926209723,4137
2023-10-09,122.57487830170328,126.10856908743764,120.86442367518428,124.9985776726011,2102
2023-10-10,126.92768634586353,135.78247090195867,121.9425031169699,124.21099886954964,1597
2023-10-11,112.54169622883603,114.55491974254346,109.1922594927224,108.1262761012048,2659
2023-10-12,129.12927723574984,136.462451032897,125.03879691615104,127.1285712104805,4273
2023-10-13,108.43754406212587,114.30383035193006,99.92639794982522,108.18063071081016,2685
2023-10-14,117.17383661934939,119.04264685110836,107.75447599760193,113.85403714127617,3605
2023-10-15,120.61040277071338,123.78744722504292,117.93880512266671,119.15837566727727,3160
2023-10-16,118.81147418205494,119.92311050855076,114.45889379807375,117.81130436499062,4162
2023-10-17,114.03272483470809,119.25163652388865,104.67504977566955,109.60664327159083,3188
2023-10-18,115.8476920462798,119.5590793931198,114.2914159000768,116.68076452812184,4360
2023-10-19,114.16811391108713,120.55333126976696,112.33686915808472,118.01154819080001,2924
2023-10-20,113.4342026142518,117.10934288362935,110.96908371139574,109.95163174378233,1729
2023-10-21,120.38039189275288,124.07966389631575,114.023476385611,121.35847202676803,1588
2023-10-22,117.67261187106584,125.36135065965027,115.31836143201187,119.3200039201743,3458
2023-10-23,112.18228412901463,113.61556965281981,102.46959669595803,111.37563093320752,1376
2023-10-24,119.90861577174853,129.0346707284764,114.88818502642185,121.91959164539122,2407
2023-10-25,116.71572191678962,125.38609678631025,111.20206027363812,115.82303735169974,2869
2023-10-26,119.01729809011547,126.02754023915313,115.79737054786682,119.06367096988983,4223
2023-10-27,117.8803760566862,124.21937018765266,112.6417337847736,112.95390650223047,4906
2023-10-28,110.37230211543292,119.40302459868978,103.41507942169982,112.28950325677981,1750
2023-10-29,111.50753161452708,114.17550323028551,103.7469373819407,113.12095840397433,1626
2023-10-30,117.84248535762791,119.55320781734537,110.0576726132387,113.22649413089135,4390
2023-10-31,116.96216945208644,120.11776098127228,110.76114943783965,115.64467052603777,4440
2023-11-01,113.61712315354401,121.76832766184573,104.4778851785993,118.40744156146069,2629
2023-11-02,114.12687737200768,115.43890977254604,105.7702067462527,113.33424299769385,1994
2023-11-03,119.75474661116863,126.00000812692004,111.941313578881,119.77420066248705,2583
2023-11-04,110.24258679631934,120.20152444204113,108.7421371011952,114.34188837791653,1702
2023-11-05,115.77805105112293,124.47931589566079,114.71614939114609,117.95066980978049,3509
2023-11-06,111.88206993953507,117.57508114092738,108.97004444477581,112.7027712507773,3059
2023-11-07,111.66368546101396,113.23645364459374,104.69197311579289,114.64173227442468,2179
2023-11-08,118.11385424347321,126.5962158729446,113.4130768435303,121.75751690803294,4755
2023-11-09,116.62397166530738,123.01477823890228,112.00231533161357,116.19285238268004,1476
2023-11-10,116.45061060863492,118.48500758217102,107.4893286145684,116.20169425795328,3986
2023-11-11,118.80608239169248,120.65079795510269,109.74601675850593,117.66659174821085,1400
2023-11-12,112.28897724114547,121.47561861607481,103.1063998646632,116.95603864133008,3855
2023-11-13,115.50881591845219,122.53161828489489,111.68391322981694,117.48047846135569,3224
2023-11-14,110.47280233371384,118.93638352756464,103.25330001906049,106.30503299579456,4412
2023-11-15,113.58020251727044,122.49101261981085,110.13550388580111,117.20979875040062,1056
2023-11-16,111.2541859709961,117.40013713943101,108.53869747332605,111.05978537935879,4926
2023-11-17,112.34584221803995,118.00285938383531,109.68415010191363,108.03338128226483,2875
2023-11-18,114.80316254109755,119.67700923398647,110.7241939533252,115.30033509273066,1447
2023-11-19,107.71345435645105,111.56597364657112,102.84383577843266,106.88509714620807,1202
2023-11-20,122.25443944980235,127.16580309753076,113.77589691030673,126.0319334984286,4768
2023-11-21,106.76121402896875,114.72613093054017,104.68219418771434,103.80116006506263,2656
2023-11-22,105.73008385685917,112.14739473599535,98.11575123030512,108.994729951781,1737
2023-11-23,117.61229878733637,126.64500839692998,111.82920455963263,118.1891856991909,1201
2023-11-24,115.81181807090556,120.80223820031824,112.22030998682163,111.35792110304025,2353
2023-11-25,115.01694543244834,121.48075164091712,109.58156917165292,119.73539844570318,3410
2023-11-26,115.09202375893243,121.77379173676033,111.39254513093923,115.21817619996443,1891
2023-11-27,111.9541345299297,118.27940899068663,105.58939693278495,109.86290307224553,3501
2023-11-28,107.60529285774533,114.92899681551498,102.70069755204813,107.2993612776379,3403
